Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,19,64733,0124396,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,449,422,93.99%,Y,Y
2021-2022,15,63529,0125062,Kern,Kern High,Tierra Del Sol Continuation High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,236,222,94.07%,Y,Y
2021-2022,33,67058,3333192,Riverside,Desert Sands Unified,Indio High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,Adult,"2,016","1,897",94.10%,Y,Y
2021-2022,33,66977,3334299,Riverside,Alvord Unified,Norte Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,056","1,935",94.11%,Y,Y
2021-2022,33,67124,0105940,Riverside,Moreno Valley Unified,Alessandro,Unified School District,Special Education Schools (Public),Special Education School,CEP,No ,N/A,N/A,N,K,12,17,16,94.12%,Y,Y
2021-2022,50,75549,0116848,Stanislaus,Hughson Unified,Valley Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,8,12,17,16,94.12%,Y,Y
2021-2022,15,73908,1530229,Kern,McFarland Unified,McFarland Independent,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,17,16,94.12%,Y,Y
2021-2022,51,71399,5130059,Sutter,Live Oak Unified,Valley Oak Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,17,16,94.12%,Y,Y
2021-2022,19,10199,0137679,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 5,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0987,Directly funded,Y,6,12,119,112,94.12%,Y,Y
2021-2022,42,69310,4236030,Santa Barbara,Santa Maria Joint Union High,Santa Maria High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,186","2,999",94.13%,Y,Y
2021-2022,19,64733,1939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,346","1,268",94.21%,Y,Y
2021-2022,33,66977,0135061,Riverside,Alvord Unified,Alvord Alternative Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,121,114,94.21%,Y,Y
2021-2022,19,64733,0135855,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,831,783,94.22%,Y,Y
2021-2022,19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,039",979,94.23%,Y,Y
2021-2022,19,64733,0122333,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,503,474,94.23%,Y,Y
2021-2022,20,65243,0110965,Madera,Madera Unified,Madera South High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,383","2,247",94.29%,Y,Y
2021-2022,20,65243,0123620,Madera,Madera Unified,Mountain Vista High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,158,149,94.30%,Y,Y
2021-2022,01,61259,0130179,Alameda,Oakland Unified,Street Academy Alternative High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,88,83,94.32%,Y,Y
2021-2022,01,61259,0130146,Alameda,Oakland Unified,Rudsdale Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,213,201,94.37%,Y,Y
2021-2022,19,73437,0115725,Los Angeles,Compton Unified,Lifeline Education Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0963,Directly funded,Y,P,12,251,237,94.42%,Y,Y
2021-2022,10,62158,1031954,Fresno,Fowler Unified,Fowler Academy Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,7,12,18,17,94.44%,Y,Y
2021-2022,10,62125,1030477,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,18,17,94.44%,Y,Y
2021-2022,38,10389,3830445,San Francisco,San Francisco County Office of Education,S.F. County Civic Center Secondary,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,36,34,94.44%,Y,Y
2021-2022,10,62166,1031632,Fresno,Fresno Unified,Dewolf Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,7,12,162,153,94.44%,Y,Y
2021-2022,10,62364,1034990,Fresno,Parlier Unified,Parlier High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,975,921,94.46%,Y,Y
2021-2022,19,64733,0112037,Los Angeles,Los Angeles Unified,East Valley Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,489,462,94.48%,Y,Y
2021-2022,19,73437,0132969,Los Angeles,Compton Unified,Compton Early College High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,544,514,94.49%,Y,Y
2021-2022,19,64519,1932664,Los Angeles,El Monte Union High,El Monte High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,588","1,501",94.52%,Y,Y
2021-2022,10,62166,1034214,Fresno,Fresno Unified,McLane High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,812","1,713",94.54%,Y,Y
2021-2022,47,70466,4734356,Siskiyou,Siskiyou Union High,Happy Camp High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,55,52,94.55%,Y,Y
2021-2022,19,64733,0127894,Los Angeles,Los Angeles Unified,Valor Academy High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1539,Directly funded,Y,9,12,533,504,94.56%,Y,Y
2021-2022,37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,589","1,503",94.59%,Y,Y
2021-2022,15,63412,1531672,Kern,Delano Joint Union High,Delano High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,323","1,252",94.63%,Y,Y
2021-2022,19,64733,0124891,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1343,Directly funded,Y,9,12,523,495,94.65%,Y,Y
2021-2022,01,10017,0130625,Alameda,Alameda County Office of Education,Alternatives in Action,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0398,Directly funded,Y,9,12,150,142,94.67%,Y,Y
2021-2022,19,64733,0109454,Los Angeles,Los Angeles Unified,South East High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,900","1,799",94.68%,Y,Y
2021-2022,36,67934,3638012,San Bernardino,Victor Valley Union High,Victor Valley High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,902","1,801",94.69%,Y,Y
2021-2022,34,76505,3430881,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,114,108,94.74%,Y,Y
2021-2022,54,75325,5430277,Tulare,Farmersville Unified,Deep Creek Academy,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,57,54,94.74%,Y,Y
2021-2022,19,64733,0122341,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,380,360,94.74%,Y,Y
2021-2022,15,63412,0116384,Kern,Delano Joint Union High,Robert F. Kennedy High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,296","1,228",94.75%,Y,Y
2021-2022,19,64733,0140046,Los Angeles,Los Angeles Unified,Valley Oaks Center for Enriched Studies,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,230,218,94.78%,Y,Y
2021-2022,19,64733,1930866,Los Angeles,Los Angeles Unified,Bell Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,397","2,272",94.79%,Y,Y
2021-2022,19,64774,0109538,Los Angeles,Lynwood Unified,Marco Antonio Firebaugh High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,770","1,678",94.80%,Y,Y
2021-2022,19,64733,0102764,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,77,73,94.81%,Y,Y
2021-2022,19,64733,0121095,Los Angeles,Los Angeles Unified,Ambassador-Global Leadership,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,12,348,330,94.83%,Y,Y
2021-2022,19,64881,1936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,175,166,94.86%,Y,Y
2021-2022,15,63529,1535392,Kern,Kern High,South High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,299","2,181",94.87%,Y,Y
2021-2022,19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,916","1,818",94.89%,Y,Y
2021-2022,19,64733,0112508,Los Angeles,Los Angeles Unified,Bright Star Secondary Charter Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0826,Directly funded,Y,9,12,530,503,94.91%,Y,Y
2021-2022,19,64733,0127803,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,177,168,94.92%,Y,Y
2021-2022,19,64907,0115170,Los Angeles,Pomona Unified,School of Extended Educational Options,Unified School District,K-12 Schools (Public),Traditional,CEP,Yes,0914,Locally funded,N,K,12,296,281,94.93%,Y,Y
2021-2022,19,64733,0106997,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,731,694,94.94%,Y,Y
2021-2022,19,64774,1935436,Los Angeles,Lynwood Unified,Lynwood High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,952","1,854",94.98%,Y,Y
2021-2022,52,71506,5231675,Tehama,Corning Union High,Centennial Continuation High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,40,38,95.00%,Y,Y
2021-2022,19,64279,1931765,Los Angeles,Azusa Unified,Sierra High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,182,173,95.05%,Y,Y
2021-2022,19,64733,1932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,363","2,246",95.05%,Y,Y
2021-2022,19,64519,1932680,Los Angeles,El Monte Union High,Mountain View High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,325","1,260",95.09%,Y,Y
2021-2022,19,64733,1931856,Los Angeles,Los Angeles Unified,Whitman Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,41,39,95.12%,Y,Y
2021-2022,19,64733,0123133,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1163,Directly funded,Y,9,12,369,351,95.12%,Y,Y
2021-2022,19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,62,59,95.16%,Y,Y
2021-2022,29,10298,0130823,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1680,Directly funded,Y,9,12,543,517,95.21%,Y,Y
2021-2022,24,75317,2430015,Merced,Dos Palos Oro Loma Joint Unified,Westside High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,84,80,95.24%,Y,Y
2021-2022,57,72694,5739552,Yolo,Washington Unified,Yolo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,63,60,95.24%,Y,Y
2021-2022,19,64733,0117747,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,442,421,95.25%,Y,Y
2021-2022,19,64733,0110304,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts and Enterprise,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0675,Directly funded,Y,6,12,190,181,95.26%,Y,Y
2021-2022,19,64733,0102434,Los Angeles,Los Angeles Unified,Animo South Los Angeles Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,0602,Directly funded,Y,9,12,636,606,95.28%,Y,Y
2021-2022,19,64634,1934249,Los Angeles,Inglewood Unified,Inglewood Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,85,81,95.29%,Y,Y
2021-2022,19,64733,0124412,Los Angeles,Los Angeles Unified,Sotomayor Arts and Sciences Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,6,12,342,326,95.32%,Y,Y
2021-2022,19,64907,1937028,Los Angeles,Pomona Unified,Pomona High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,113","1,061",95.33%,Y,Y
2021-2022,19,73437,1931963,Los Angeles,Compton Unified,Compton High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,290","1,230",95.35%,Y,Y
2021-2022,19,64295,1936491,Los Angeles,Bassett Unified,Nueva Vista Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,43,41,95.35%,Y,Y
2021-2022,19,64733,0111492,Los Angeles,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0789,Directly funded,Y,9,12,585,558,95.38%,Y,Y
2021-2022,15,63529,1530435,Kern,Kern High,Kern Workforce 2000 Academy,High School District,High Schools (Public),Traditional,N/A,Yes,0071,Locally funded,N,9,12,412,393,95.39%,Y,Y
2021-2022,19,64733,0117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,456,435,95.39%,Y,Y
2021-2022,19,64733,1930064,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,Unified School District,Opportunity Schools,Opportunity School,CEP,No ,N/A,N/A,N,7,12,109,104,95.41%,Y,Y
2021-2022,19,64733,0126516,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,763,728,95.41%,Y,Y
2021-2022,19,64733,1932128,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,479,457,95.41%,Y,Y
2021-2022,19,64733,0111484,Los Angeles,Los Angeles Unified,New Village Girls Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0791,Directly funded,Y,9,12,88,84,95.45%,Y,Y
2021-2022,37,68411,3731460,San Diego,Sweetwater Union High,Alta Vista Academy,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,12,22,21,95.45%,Y,Y
2021-2022,19,64733,0124941,Los Angeles,Los Angeles Unified,Alliance Margaret M. Bloomfield Technology Academy High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1356,Directly funded,Y,9,12,574,548,95.47%,Y,Y
2021-2022,19,64733,1935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,090","1,041",95.50%,Y,Y
2021-2022,15,63859,1530351,Kern,Wasco Union High,Wasco Independence High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,134,128,95.52%,Y,Y
2021-2022,30,66670,3030475,Orange,Santa Ana Unified,Cesar E. Chavez High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,291,278,95.53%,Y,Y
2021-2022,19,64733,0116509,Los Angeles,Los Angeles Unified,Alliance Morgan McKinzie High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0928,Directly funded,Y,9,12,471,450,95.54%,Y,Y
2021-2022,14,10140,0128454,Inyo,Inyo County Office of Education,College Bridge Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1593,Directly funded,N,9,12,225,215,95.56%,Y,Y
2021-2022,38,10389,3830395,San Francisco,San Francisco County Office of Education,S.F. County Opportunity (Hilltop),County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,6,12,90,86,95.56%,Y,Y
2021-2022,19,64733,1933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,343","2,240",95.60%,Y,Y
2021-2022,19,64733,0124404,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,343,328,95.63%,Y,Y
2021-2022,42,76786,4232690,Santa Barbara,Santa Barbara Unified,La Cuesta Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,115,110,95.65%,Y,Y
2021-2022,10,62166,0120964,Fresno,Fresno Unified,Phoenix Secondary,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,23,22,95.65%,Y,Y
2021-2022,19,64519,1996123,Los Angeles,El Monte Union High,El Monte Union High School Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,23,22,95.65%,Y,Y
